,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
5950,5-14 years,Ireland,82826146132.0,305770,2392.3,male,1.31,4,1997
5951,5-14 years,Ireland,82826146132.0,290184,2392.3,female,0.0,0,1997
5952,25-34 years,Ireland,90082034316.0,268458,2606.2,male,39.48,106,1998
5953,15-24 years,Ireland,90082034316.0,328079,2606.2,male,34.14,112,1998
5954,35-54 years,Ireland,90082034316.0,479431,2606.2,male,29.2,140,1998
5955,55-74 years,Ireland,90082034316.0,264994,2606.2,male,20.76,55,1998
5956,75+ years,Ireland,90082034316.0,68586,2606.2,male,16.04,11,1998
5957,35-54 years,Ireland,90082034316.0,479738,2606.2,female,7.09,34,1998
5958,55-74 years,Ireland,90082034316.0,279666,2606.2,female,4.29,12,1998
5959,15-24 years,Ireland,90082034316.0,314723,2606.2,female,4.13,13,1998
5960,25-34 years,Ireland,90082034316.0,271872,2606.2,female,3.68,10,1998
5961,75+ years,Ireland,90082034316.0,111741,2606.2,female,2.68,3,1998
5962,5-14 years,Ireland,90082034316.0,283607,2606.2,female,0.35,1,1998
5963,5-14 years,Ireland,90082034316.0,298520,2606.2,male,0.33,1,1998
5964,25-34 years,Ireland,98691849563.0,274372,2602.7,male,29.89,82,1999
5965,15-24 years,Ireland,98691849563.0,327454,2602.7,male,26.26,86,1999
5966,55-74 years,Ireland,98691849563.0,270407,2602.7,male,21.45,58,1999
5967,35-54 years,Ireland,98691849563.0,490716,2602.7,male,21.19,104,1999
5968,75+ years,Ireland,98691849563.0,68952,2602.7,male,14.5,10,1999
5969,55-74 years,Ireland,98691849563.0,283198,2602.7,female,6.36,18,1999
5970,25-34 years,Ireland,98691849563.0,277242,2602.7,female,5.41,15,1999
5971,15-24 years,Ireland,98691849563.0,315004,2602.7,female,5.4,17,1999
5972,35-54 years,Ireland,98691849563.0,490684,2602.7,female,5.3,26,1999
5973,75+ years,Ireland,98691849563.0,113032,2602.7,female,4.42,5,1999
5974,5-14 years,Ireland,98691849563.0,292740,2602.7,male,0.68,2,1999
5975,5-14 years,Ireland,98691849563.0,278070,2602.7,female,0.36,1,1999
5976,25-34 years,Ireland,99853528653.0,283528,2412.9,male,34.92,99,2000
5977,35-54 years,Ireland,99853528653.0,501834,2412.9,male,27.5,138,2000
5978,15-24 years,Ireland,99853528653.0,326264,2412.9,male,26.05,85,2000
5979,55-74 years,Ireland,99853528653.0,276475,2412.9,male,18.45,51,2000
5980,75+ years,Ireland,99853528653.0,69695,2412.9,male,10.04,7,2000
5981,35-54 years,Ireland,99853528653.0,502942,2412.9,female,7.36,37,2000
5982,15-24 years,Ireland,99853528653.0,314968,2412.9,female,6.67,21,2000
5983,75+ years,Ireland,99853528653.0,114383,2412.9,female,4.37,5,2000
5984,55-74 years,Ireland,99853528653.0,288075,2412.9,female,3.47,10,2000
5985,25-34 years,Ireland,99853528653.0,283371,2412.9,female,3.18,9,2000
5986,5-14 years,Ireland,99853528653.0,287937,2412.9,male,0.35,1,2000
5987,5-14 years,Ireland,99853528653.0,273904,2412.9,female,0.0,0,2000
5988,25-34 years,Ireland,109000000000.0,295410,2515.2,male,35.21,104,2001
5989,15-24 years,Ireland,109000000000.0,324752,2515.2,male,27.41,89,2001
5990,35-54 years,Ireland,109000000000.0,512042,2515.2,male,27.15,139,2001
5991,55-74 years,Ireland,109000000000.0,285022,2515.2,male,23.16,66,2001
5992,75+ years,Ireland,109000000000.0,70956,2515.2,male,12.68,9,2001
5993,35-54 years,Ireland,109000000000.0,512762,2515.2,female,6.63,34,2001
5994,55-74 years,Ireland,109000000000.0,295191,2515.2,female,6.1,18,2001
5995,15-24 years,Ireland,109000000000.0,313247,2515.2,female,4.47,14,2001
5996,25-34 years,Ireland,109000000000.0,294059,2515.2,female,3.74,11,2001
5997,75+ years,Ireland,109000000000.0,116212,2515.2,female,1.72,2,2001
5998,5-14 years,Ireland,109000000000.0,284509,2515.2,male,0.7,2,2001
5999,5-14 years,Ireland,109000000000.0,269812,2515.2,female,0.0,0,2001
6000,25-34 years,Ireland,128000000000.0,308477,2798.9,male,32.42,100,2002
6001,15-24 years,Ireland,128000000000.0,325705,2798.9,male,27.33,89,2002
6002,55-74 years,Ireland,128000000000.0,294395,2798.9,male,21.06,62,2002
6003,35-54 years,Ireland,128000000000.0,521397,2798.9,male,20.91,109,2002
6004,75+ years,Ireland,128000000000.0,72146,2798.9,male,9.7,7,2002
6005,25-34 years,Ireland,128000000000.0,308892,2798.9,female,6.15,19,2002
6006,35-54 years,Ireland,128000000000.0,521940,2798.9,female,5.56,29,2002
6007,55-74 years,Ireland,128000000000.0,302754,2798.9,female,4.62,14,2002
6008,15-24 years,Ireland,128000000000.0,315817,2798.9,female,4.43,14,2002
6009,75+ years,Ireland,128000000000.0,118252,2798.9,female,2.54,3,2002
6010,5-14 years,Ireland,128000000000.0,267794,2798.9,female,0.75,2,2002
6011,5-14 years,Ireland,128000000000.0,282004,2798.9,male,0.35,1,2002
6012,15-24 years,Ireland,164000000000.0,325589,3583.9,male,28.56,93,2003
6013,35-54 years,Ireland,164000000000.0,529155,3583.9,male,25.51,135,2003
6014,25-34 years,Ireland,164000000000.0,316763,3583.9,male,19.26,61,2003
6015,55-74 years,Ireland,164000000000.0,304682,3583.9,male,18.71,57,2003
6016,75+ years,Ireland,164000000000.0,73562,3583.9,male,13.59,10,2003
6017,35-54 years,Ireland,164000000000.0,530989,3583.9,female,6.97,37,2003
6018,55-74 years,Ireland,164000000000.0,311239,3583.9,female,6.75,21,2003
6019,25-34 years,Ireland,164000000000.0,315513,3583.9,female,5.07,16,2003
6020,15-24 years,Ireland,164000000000.0,317275,3583.9,female,4.73,15,2003
6021,75+ years,Ireland,164000000000.0,120328,3583.9,female,4.16,5,2003
6022,5-14 years,Ireland,164000000000.0,267103,3583.9,female,0.75,2,2003
6023,5-14 years,Ireland,164000000000.0,281881,3583.9,male,0.71,2,2003
6024,35-54 years,Ireland,194000000000.0,539660,4139.5,male,28.17,152,2004
6025,15-24 years,Ireland,194000000000.0,324349,4139.5,male,26.51,86,2004
6026,25-34 years,Ireland,194000000000.0,325356,4139.5,male,25.82,84,2004
6027,55-74 years,Ireland,194000000000.0,313994,4139.5,male,19.11,60,2004
6028,75+ years,Ireland,194000000000.0,75345,4139.5,male,9.29,7,2004
6029,35-54 years,Ireland,194000000000.0,539721,4139.5,female,5.74,31,2004
6030,55-74 years,Ireland,194000000000.0,319814,4139.5,female,5.63,18,2004
6031,25-34 years,Ireland,194000000000.0,324860,4139.5,female,4.62,15,2004
6032,15-24 years,Ireland,194000000000.0,315174,4139.5,female,2.54,8,2004
6033,75+ years,Ireland,194000000000.0,122315,4139.5,female,1.64,2,2004
6034,5-14 years,Ireland,194000000000.0,283674,4139.5,male,0.35,1,2004
6035,5-14 years,Ireland,194000000000.0,268417,4139.5,female,0.0,0,2004
6036,25-34 years,Ireland,212000000000.0,344139,4379.2,male,24.99,86,2005
6037,15-24 years,Ireland,212000000000.0,322805,4379.2,male,24.78,80,2005
6038,35-54 years,Ireland,212000000000.0,552960,4379.2,male,24.23,134,2005
6039,55-74 years,Ireland,212000000000.0,323255,4379.2,male,18.25,59,2005
6040,25-34 years,Ireland,212000000000.0,337499,4379.2,female,6.22,21,2005
6041,15-24 years,Ireland,212000000000.0,314542,4379.2,female,5.72,18,2005
6042,55-74 years,Ireland,212000000000.0,329510,4379.2,female,5.16,17,2005
6043,35-54 years,Ireland,212000000000.0,550357,4379.2,female,4.91,27,2005
6044,75+ years,Ireland,212000000000.0,124661,4379.2,female,3.21,4,2005
6045,75+ years,Ireland,212000000000.0,77704,4379.2,male,2.57,2,2005
6046,5-14 years,Ireland,212000000000.0,285659,4379.2,male,0.7,2,2005
6047,5-14 years,Ireland,212000000000.0,270266,4379.2,female,0.37,1,2005
6048,15-24 years,Ireland,232000000000.0,321007,4592.6,male,27.1,87,2006
6049,25-34 years,Ireland,232000000000.0,366739,4592.6,male,23.45,86,2006
6050,35-54 years,Ireland,232000000000.0,577782,4592.6,male,21.63,125,2006
6051,55-74 years,Ireland,232000000000.0,332939,4592.6,male,18.32,61,2006
6052,75+ years,Ireland,232000000000.0,79660,4592.6,male,13.81,11,2006
6053,55-74 years,Ireland,232000000000.0,336664,4592.6,female,5.35,18,2006
6054,35-54 years,Ireland,232000000000.0,567465,4592.6,female,5.29,30,2006
6055,15-24 years,Ireland,232000000000.0,311725,4592.6,female,5.13,16,2006
6056,25-34 years,Ireland,232000000000.0,355700,4592.6,female,3.37,12,2006
6057,75+ years,Ireland,232000000000.0,125700,4592.6,female,1.59,2,2006
6058,5-14 years,Ireland,232000000000.0,273709,4592.6,female,0.73,2,2006
6059,5-14 years,Ireland,232000000000.0,288488,4592.6,male,0.69,2,2006
6060,15-24 years,Ireland,270000000000.0,320350,5299.0,male,23.72,76,2007
6061,25-34 years,Ireland,270000000000.0,387302,5299.0,male,23.5,91,2007
6062,35-54 years,Ireland,270000000000.0,590396,5299.0,male,20.16,119,2007
6063,55-74 years,Ireland,270000000000.0,338808,5299.0,male,18.0,61,2007
6064,75+ years,Ireland,270000000000.0,81128,5299.0,male,9.86,8,2007
6065,35-54 years,Ireland,270000000000.0,579555,5299.0,female,7.76,45,2007
6066,25-34 years,Ireland,270000000000.0,375744,5299.0,female,5.06,19,2007
6067,15-24 years,Ireland,270000000000.0,313405,5299.0,female,4.79,15,2007
6068,55-74 years,Ireland,270000000000.0,341816,5299.0,female,3.8,13,2007
6069,5-14 years,Ireland,270000000000.0,292637,5299.0,male,2.39,7,2007
6070,75+ years,Ireland,270000000000.0,126722,5299.0,female,2.37,3,2007
6071,5-14 years,Ireland,270000000000.0,278844,5299.0,female,0.36,1,2007
6072,25-34 years,Ireland,275000000000.0,394740,5938.1,male,25.33,100,2008
6073,35-54 years,Ireland,275000000000.0,602168,5938.1,male,23.58,142,2008
6074,15-24 years,Ireland,275000000000.0,310260,5938.1,male,22.24,69,2008
6075,55-74 years,Ireland,275000000000.0,348515,5938.1,male,18.94,66,2008
6076,15-24 years,Ireland,275000000000.0,307663,5938.1,female,8.13,25,2008
6077,35-54 years,Ireland,275000000000.0,593336,5938.1,female,7.75,46,2008
6078,55-74 years,Ireland,275000000000.0,352281,5938.1,female,7.66,27,2008
6079,75+ years,Ireland,275000000000.0,83406,5938.1,male,7.19,6,2008
6080,25-34 years,Ireland,275000000000.0,388880,5938.1,female,4.63,18,2008
6081,75+ years,Ireland,275000000000.0,128630,5938.1,female,3.11,4,2008
6082,5-14 years,Ireland,275000000000.0,298953,5938.1,male,1.0,3,2008
6083,5-14 years,Ireland,275000000000.0,285360,5938.1,female,0.0,0,2008
6084,25-34 years,Ireland,236000000000.0,390586,5676.9,male,28.67,112,2009
6085,35-54 years,Ireland,236000000000.0,611460,5676.9,male,25.84,158,2009
6086,15-24 years,Ireland,236000000000.0,290474,5676.9,male,24.1,70,2009
6087,55-74 years,Ireland,236000000000.0,358381,5676.9,male,20.65,74,2009
6088,25-34 years,Ireland,236000000000.0,394145,5676.9,female,6.85,27,2009
6089,15-24 years,Ireland,236000000000.0,292951,5676.9,female,6.83,20,2009
6090,55-74 years,Ireland,236000000000.0,362941,5676.9,female,6.34,23,2009
6091,75+ years,Ireland,236000000000.0,86239,5676.9,male,5.8,5,2009
6092,35-54 years,Ireland,236000000000.0,604133,5676.9,female,5.46,33,2009
6093,5-14 years,Ireland,236000000000.0,305241,5676.9,male,0.98,3,2009
6094,75+ years,Ireland,236000000000.0,130243,5676.9,female,0.77,1,2009
6095,5-14 years,Ireland,236000000000.0,290873,5676.9,female,0.34,1,2009
6096,35-54 years,Ireland,222000000000.0,644763,5237.1,male,25.75,166,2010
6097,15-24 years,Ireland,222000000000.0,301996,5237.1,male,22.19,67,2010
6098,25-34 years,Ireland,222000000000.0,391033,5237.1,male,19.18,75,2010
6099,55-74 years,Ireland,222000000000.0,388038,5237.1,male,17.01,66,2010
6100,75+ years,Ireland,222000000000.0,87646,5237.1,male,10.27,9,2010
6101,55-74 years,Ireland,222000000000.0,394633,5237.1,female,6.33,25,2010
6102,35-54 years,Ireland,222000000000.0,638166,5237.1,female,5.95,38,2010
6103,25-34 years,Ireland,222000000000.0,397846,5237.1,female,4.78,19,2010
6104,15-24 years,Ireland,222000000000.0,296543,5237.1,female,3.71,11,2010
6105,75+ years,Ireland,222000000000.0,128216,5237.1,female,3.12,4,2010
6106,5-14 years,Ireland,222000000000.0,290321,5237.1,female,1.03,3,2010
6107,5-14 years,Ireland,222000000000.0,305656,5237.1,male,0.98,3,2010
6108,35-54 years,Ireland,239000000000.0,635771,5118.6,male,30.04,191,2011
6109,25-34 years,Ireland,239000000000.0,369966,5118.6,male,27.03,100,2011
6110,15-24 years,Ireland,239000000000.0,292307,5118.6,male,26.68,78,2011
6111,55-74 years,Ireland,239000000000.0,379505,5118.6,male,20.55,78,2011
6112,75+ years,Ireland,239000000000.0,93030,5118.6,male,11.82,11,2011
6113,25-34 years,Ireland,239000000000.0,386278,5118.6,female,6.99,27,2011
6114,35-54 years,Ireland,239000000000.0,634499,5118.6,female,5.99,38,2011
6115,15-24 years,Ireland,239000000000.0,287304,5118.6,female,5.57,16,2011
6116,55-74 years,Ireland,239000000000.0,383177,5118.6,female,3.91,15,2011
6117,5-14 years,Ireland,239000000000.0,302715,5118.6,female,0.0,0,2011
6118,75+ years,Ireland,239000000000.0,136335,5118.6,female,0.0,0,2011
6119,5-14 years,Ireland,239000000000.0,317962,5118.6,male,0.0,0,2011
6120,35-54 years,Ireland,226000000000.0,641319,4710.6,male,29.94,192,2012
6121,25-34 years,Ireland,226000000000.0,354740,4710.6,male,25.09,89,2012
6122,55-74 years,Ireland,226000000000.0,388705,4710.6,male,22.9,89,2012
6123,15-24 years,Ireland,226000000000.0,279882,4710.6,male,21.08,59,2012
6124,75+ years,Ireland,226000000000.0,96459,4710.6,male,14.51,14,2012
6125,35-54 years,Ireland,226000000000.0,645023,4710.6,female,6.51,42,2012
6126,15-24 years,Ireland,226000000000.0,273610,4710.6,female,5.85,16,2012
6127,25-34 years,Ireland,226000000000.0,378732,4710.6,female,5.28,20,2012
6128,55-74 years,Ireland,226000000000.0,393497,4710.6,female,3.81,15,2012
6129,75+ years,Ireland,226000000000.0,138663,4710.6,female,1.44,2,2012
6130,5-14 years,Ireland,226000000000.0,322478,4710.6,male,0.93,3,2012
6131,5-14 years,Ireland,226000000000.0,307698,4710.6,female,0.32,1,2012
6132,35-54 years,Ireland,239000000000.0,648165,4830.7,male,26.07,169,2013
6133,55-74 years,Ireland,239000000000.0,397875,4830.7,male,25.64,102,2013
6134,25-34 years,Ireland,239000000000.0,341171,4830.7,male,19.93,68,2013
6135,15-24 years,Ireland,239000000000.0,273178,4830.7,male,16.11,44,2013
6136,25-34 years,Ireland,239000000000.0,366261,4830.7,female,6.55,24,2013
6137,35-54 years,Ireland,239000000000.0,653648,4830.7,female,6.43,42,2013
6138,75+ years,Ireland,239000000000.0,99538,4830.7,male,6.03,6,2013
6139,55-74 years,Ireland,239000000000.0,404503,4830.7,female,4.45,18,2013
6140,15-24 years,Ireland,239000000000.0,260127,4830.7,female,3.46,9,2013
6141,75+ years,Ireland,239000000000.0,140976,4830.7,female,2.13,3,2013
6142,5-14 years,Ireland,239000000000.0,327603,4830.7,male,0.61,2,2013
6143,5-14 years,Ireland,239000000000.0,314333,4830.7,female,0.0,0,2013
6144,35-54 years,Ireland,258000000000.0,675986,4897.3,male,24.41,165,2014
6145,25-34 years,Ireland,258000000000.0,337977,4897.3,male,23.67,80,2014
6146,15-24 years,Ireland,258000000000.0,267635,4897.3,male,23.54,63,2014
6147,55-74 years,Ireland,258000000000.0,421555,4897.3,male,19.21,81,2014
6148,75+ years,Ireland,258000000000.0,103238,4897.3,male,7.75,8,2014
6149,35-54 years,Ireland,258000000000.0,678830,4897.3,female,5.75,39,2014
6150,25-34 years,Ireland,258000000000.0,353379,4897.3,female,5.66,20,2014
6151,15-24 years,Ireland,258000000000.0,261032,4897.3,female,4.21,11,2014
6152,55-74 years,Ireland,258000000000.0,432815,4897.3,female,3.47,15,2014
6153,75+ years,Ireland,258000000000.0,141441,4897.3,female,1.41,2,2014
6154,5-14 years,Ireland,258000000000.0,335330,4897.3,male,0.6,2,2014
6155,5-14 years,Ireland,258000000000.0,318825,4897.3,female,0.0,0,2014
6156,75+ years,Israel,27493591484.0,66600,,male,36.04,24,1985
6157,55-74 years,Israel,27493591484.0,249100,,male,19.27,48,1985
6158,75+ years,Israel,27493591484.0,75500,,female,13.25,10,1985
6159,35-54 years,Israel,27493591484.0,396400,,male,10.34,41,1985
6160,55-74 years,Israel,27493591484.0,290900,,female,9.63,28,1985
6161,25-34 years,Israel,27493591484.0,324000,,male,8.33,27,1985
6162,15-24 years,Israel,27493591484.0,368300,,male,5.16,19,1985
6163,35-54 years,Israel,27493591484.0,412800,,female,4.6,19,1985
6164,25-34 years,Israel,27493591484.0,324700,,female,3.39,11,1985
6165,15-24 years,Israel,27493591484.0,346200,,female,2.02,7,1985
6166,5-14 years,Israel,27493591484.0,437800,,female,0.0,0,1985
6167,5-14 years,Israel,27493591484.0,461200,,male,0.0,0,1985
6168,75+ years,Israel,34083532195.0,70300,,male,39.83,28,1986
6169,55-74 years,Israel,34083532195.0,248200,,male,22.56,56,1986
6170,75+ years,Israel,34083532195.0,79800,,female,17.54,14,1986
6171,35-54 years,Israel,34083532195.0,411300,,male,11.43,47,1986
6172,55-74 years,Israel,34083532195.0,291700,,female,10.97,32,1986
6173,25-34 years,Israel,34083532195.0,323600,,male,7.73,25,1986
6174,15-24 years,Israel,34083532195.0,376700,,male,6.64,25,1986
6175,35-54 years,Israel,34083532195.0,426900,,female,5.15,22,1986
6176,15-24 years,Israel,34083532195.0,354800,,female,4.51,16,1986
6177,25-34 years,Israel,34083532195.0,324100,,female,3.7,12,1986
6178,5-14 years,Israel,34083532195.0,464900,,male,0.22,1,1986
6179,5-14 years,Israel,34083532195.0,441200,,female,0.0,0,1986
6180,75+ years,Israel,40946424370.0,73000,,male,43.84,32,1987
6181,55-74 years,Israel,40946424370.0,248000,,male,22.98,57,1987
6182,75+ years,Israel,40946424370.0,83500,,female,21.56,18,1987
6183,35-54 years,Israel,40946424370.0,427100,,male,10.54,45,1987
6184,25-34 years,Israel,40946424370.0,323100,,male,10.21,33,1987
6185,55-74 years,Israel,40946424370.0,293000,,female,8.19,24,1987
6186,15-24 years,Israel,40946424370.0,386400,,male,6.73,26,1987
6187,25-34 years,Israel,40946424370.0,323100,,female,4.02,13,1987
6188,35-54 years,Israel,40946424370.0,441800,,female,3.62,16,1987
6189,15-24 years,Israel,40946424370.0,364500,,female,1.92,7,1987
6190,5-14 years,Israel,40946424370.0,445200,,female,0.0,0,1987
6191,5-14 years,Israel,40946424370.0,469400,,male,0.0,0,1987
6192,75+ years,Israel,50078767903.0,75200,,male,30.59,23,1988
6193,55-74 years,Israel,50078767903.0,248700,,male,20.51,51,1988
6194,75+ years,Israel,50078767903.0,88100,,female,15.89,14,1988
6195,35-54 years,Israel,50078767903.0,442600,,male,14.01,62,1988
6196,25-34 years,Israel,50078767903.0,323900,,male,12.66,41,1988
6197,55-74 years,Israel,50078767903.0,293400,,female,10.22,30,1988
6198,15-24 years,Israel,50078767903.0,395700,,male,9.1,36,1988
6199,35-54 years,Israel,50078767903.0,456800,,female,6.35,29,1988
6200,25-34 years,Israel,50078767903.0,322600,,female,2.48,8,1988
6201,15-24 years,Israel,50078767903.0,374200,,female,2.14,8,1988
6202,5-14 years,Israel,50078767903.0,475400,,male,0.21,1,1988
6203,5-14 years,Israel,50078767903.0,450700,,female,0.0,0,1988
6204,75+ years,Israel,49881433991.0,77500,,male,58.06,45,1989
6205,55-74 years,Israel,49881433991.0,249800,,male,28.42,71,1989
6206,75+ years,Israel,49881433991.0,92500,,female,27.03,25,1989
6207,35-54 years,Israel,49881433991.0,458000,,male,13.54,62,1989
6208,25-34 years,Israel,49881433991.0,326800,,male,13.16,43,1989
6209,55-74 years,Israel,49881433991.0,293900,,female,11.23,33,1989
6210,15-24 years,Israel,49881433991.0,405300,,male,6.17,25,1989
6211,25-34 years,Israel,49881433991.0,324000,,female,5.25,17,1989
6212,15-24 years,Israel,49881433991.0,384600,,female,3.64,14,1989
6213,35-54 years,Israel,49881433991.0,472000,,female,3.18,15,1989
6214,5-14 years,Israel,49881433991.0,481100,,male,0.42,2,1989
6215,5-14 years,Israel,49881433991.0,455600,,female,0.22,1,1989
6216,75+ years,Israel,58986997917.0,80000,1140.3,male,36.25,29,1990
6217,55-74 years,Israel,58986997917.0,256800,1140.3,male,20.25,52,1990
6218,25-34 years,Israel,58986997917.0,336200,1140.3,male,14.28,48,1990
6219,35-54 years,Israel,58986997917.0,481600,1140.3,male,12.67,61,1990
6220,75+ years,Israel,58986997917.0,98300,1140.3,female,12.21,12,1990
6221,55-74 years,Israel,58986997917.0,303300,1140.3,female,7.58,23,1990
6222,15-24 years,Israel,58986997917.0,418200,1140.3,male,6.7,28,1990
6223,35-54 years,Israel,58986997917.0,495800,1140.3,female,4.44,22,1990
6224,25-34 years,Israel,58986997917.0,332700,1140.3,female,4.21,14,1990
6225,15-24 years,Israel,58986997917.0,399100,1140.3,female,3.26,13,1990
6226,5-14 years,Israel,58986997917.0,490200,1140.3,male,0.41,2,1990
6227,5-14 years,Israel,58986997917.0,463900,1140.3,female,0.0,0,1990
6228,75+ years,Israel,67530220219.0,83600,1165.4,male,41.87,35,1991
6229,55-74 years,Israel,67530220219.0,275600,1165.4,male,21.77,60,1991
6230,75+ years,Israel,67530220219.0,105900,1165.4,female,18.89,20,1991
6231,35-54 years,Israel,67530220219.0,521300,1165.4,male,14.2,74,1991
6232,25-34 years,Israel,67530220219.0,355600,1165.4,male,11.53,41,1991
6233,15-24 years,Israel,67530220219.0,443300,1165.4,male,11.05,49,1991
6234,55-74 years,Israel,67530220219.0,328400,1165.4,female,9.74,32,1991
6235,35-54 years,Israel,67530220219.0,538000,1165.4,female,5.02,27,1991
6236,25-34 years,Israel,67530220219.0,351700,1165.4,female,2.56,9,1991
6237,15-24 years,Israel,67530220219.0,425100,1165.4,female,2.12,9,1991
6238,5-14 years,Israel,67530220219.0,511100,1165.4,male,0.59,3,1991
