,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
11665,35-54 years,Spain,1070000000000.0,6105697,2184.3,female,4.37,267,2004
11666,25-34 years,Spain,1070000000000.0,3558696,2184.3,female,2.5,89,2004
11667,15-24 years,Spain,1070000000000.0,2605983,2184.3,female,2.15,56,2004
11668,5-14 years,Spain,1070000000000.0,2084465,2184.3,male,0.53,11,2004
11669,5-14 years,Spain,1070000000000.0,1975353,2184.3,female,0.05,1,2004
11670,75+ years,Spain,1160000000000.0,1321048,2271.8,male,38.45,508,2005
11671,55-74 years,Spain,1160000000000.0,3959581,2271.8,male,16.74,663,2005
11672,35-54 years,Spain,1160000000000.0,6325167,2271.8,male,13.11,829,2005
11673,25-34 years,Spain,1160000000000.0,3844965,2271.8,male,10.46,402,2005
11674,75+ years,Spain,1160000000000.0,2131394,2271.8,female,7.79,166,2005
11675,55-74 years,Spain,1160000000000.0,4405181,2271.8,female,6.29,277,2005
11676,15-24 years,Spain,1160000000000.0,2683966,2271.8,male,6.11,164,2005
11677,35-54 years,Spain,1160000000000.0,6266642,2271.8,female,3.64,228,2005
11678,25-34 years,Spain,1160000000000.0,3615897,2271.8,female,3.24,117,2005
11679,15-24 years,Spain,1160000000000.0,2553272,2271.8,female,1.49,38,2005
11680,5-14 years,Spain,1160000000000.0,2099387,2271.8,male,0.19,4,2005
11681,5-14 years,Spain,1160000000000.0,1988979,2271.8,female,0.15,3,2005
11682,75+ years,Spain,1260000000000.0,1374287,2366.7,male,35.73,491,2006
11683,55-74 years,Spain,1260000000000.0,4010241,2366.7,male,16.86,676,2006
11684,35-54 years,Spain,1260000000000.0,6515790,2366.7,male,12.62,822,2006
11685,25-34 years,Spain,1260000000000.0,3903848,2366.7,male,9.43,368,2006
11686,75+ years,Spain,1260000000000.0,2199499,2366.7,female,6.55,144,2006
11687,15-24 years,Spain,1260000000000.0,2635454,2366.7,male,5.81,153,2006
11688,55-74 years,Spain,1260000000000.0,4450959,2366.7,female,4.88,217,2006
11689,35-54 years,Spain,1260000000000.0,6427029,2366.7,female,3.81,245,2006
11690,25-34 years,Spain,1260000000000.0,3653351,2366.7,female,2.38,87,2006
11691,15-24 years,Spain,1260000000000.0,2504340,2366.7,female,1.56,39,2006
11692,5-14 years,Spain,1260000000000.0,2011294,2366.7,female,0.15,3,2006
11693,5-14 years,Spain,1260000000000.0,2122756,2366.7,male,0.09,2,2006
11694,75+ years,Spain,1480000000000.0,1424885,2704.0,male,37.62,536,2007
11695,55-74 years,Spain,1480000000000.0,4065846,2704.0,male,15.57,633,2007
11696,35-54 years,Spain,1480000000000.0,6733333,2704.0,male,12.49,841,2007
11697,25-34 years,Spain,1480000000000.0,3962434,2704.0,male,8.38,332,2007
11698,75+ years,Spain,1480000000000.0,2265062,2704.0,female,6.45,146,2007
11699,55-74 years,Spain,1480000000000.0,4502070,2704.0,female,5.51,248,2007
11700,15-24 years,Spain,1480000000000.0,2609810,2704.0,male,4.37,114,2007
11701,35-54 years,Spain,1480000000000.0,6607654,2704.0,female,4.16,275,2007
11702,25-34 years,Spain,1480000000000.0,3690155,2704.0,female,2.63,97,2007
11703,15-24 years,Spain,1480000000000.0,2477304,2704.0,female,1.21,30,2007
11704,5-14 years,Spain,1480000000000.0,2161485,2704.0,male,0.32,7,2007
11705,5-14 years,Spain,1480000000000.0,2047289,2704.0,female,0.24,5,2007
11706,75+ years,Spain,1640000000000.0,1470360,3125.9,male,32.92,484,2008
11707,55-74 years,Spain,1640000000000.0,4119213,3125.9,male,17.02,701,2008
11708,35-54 years,Spain,1640000000000.0,6933625,3125.9,male,14.02,972,2008
11709,25-34 years,Spain,1640000000000.0,3966630,3125.9,male,9.55,379,2008
11710,75+ years,Spain,1640000000000.0,2324904,3125.9,female,6.62,154,2008
11711,55-74 years,Spain,1640000000000.0,4552840,3125.9,female,5.43,247,2008
11712,15-24 years,Spain,1640000000000.0,2581615,3125.9,male,5.35,138,2008
11713,35-54 years,Spain,1640000000000.0,6786588,3125.9,female,3.85,261,2008
11714,25-34 years,Spain,1640000000000.0,3705581,3125.9,female,2.35,87,2008
11715,15-24 years,Spain,1640000000000.0,2456366,3125.9,female,1.22,30,2008
11716,5-14 years,Spain,1640000000000.0,2092458,3125.9,female,0.1,2,2008
11717,5-14 years,Spain,1640000000000.0,2209304,3125.9,male,0.09,2,2008
11838,75+ years,Sweden,258000000000.0,261500,2268.2,male,55.07,144,1990
11839,55-74 years,Sweden,258000000000.0,798100,2268.2,male,35.96,287,1990
11840,35-54 years,Sweden,258000000000.0,1174000,2268.2,male,28.96,340,1990
11841,25-34 years,Sweden,258000000000.0,606600,2268.2,male,25.88,157,1990
11842,55-74 years,Sweden,258000000000.0,883800,2268.2,female,15.61,138,1990
11843,75+ years,Sweden,258000000000.0,422700,2268.2,female,14.9,63,1990
11844,15-24 years,Sweden,258000000000.0,600300,2268.2,male,14.66,88,1990
11845,35-54 years,Sweden,258000000000.0,1130600,2268.2,female,13.8,156,1990
11846,25-34 years,Sweden,258000000000.0,574600,2268.2,female,10.96,63,1990
11847,15-24 years,Sweden,258000000000.0,571400,2268.2,female,5.25,30,1990
11848,5-14 years,Sweden,258000000000.0,503700,2268.2,male,0.79,4,1990
11849,5-14 years,Sweden,258000000000.0,478400,2268.2,female,0.21,1,1990
11850,75+ years,Sweden,270000000000.0,264600,2333.8,male,49.13,130,1991
11851,55-74 years,Sweden,270000000000.0,794100,2333.8,male,33.5,266,1991
11852,35-54 years,Sweden,270000000000.0,1189400,2333.8,male,31.53,375,1991
11853,25-34 years,Sweden,270000000000.0,617400,2333.8,male,26.24,162,1991
11854,15-24 years,Sweden,270000000000.0,590000,2333.8,male,16.95,100,1991
11855,55-74 years,Sweden,270000000000.0,878300,2333.8,female,14.8,130,1991
11856,75+ years,Sweden,270000000000.0,429000,2333.8,female,14.45,62,1991
11857,35-54 years,Sweden,270000000000.0,1144900,2333.8,female,14.15,162,1991
11858,25-34 years,Sweden,270000000000.0,584100,2333.8,female,10.61,62,1991
11859,15-24 years,Sweden,270000000000.0,563000,2333.8,female,4.97,28,1991
11860,5-14 years,Sweden,270000000000.0,480200,2333.8,female,0.62,3,1991
11861,5-14 years,Sweden,270000000000.0,506100,2333.8,male,0.59,3,1991
11862,75+ years,Sweden,280000000000.0,268100,2561.8,male,52.22,140,1992
11863,35-54 years,Sweden,280000000000.0,1202600,2561.8,male,29.85,359,1992
11864,55-74 years,Sweden,280000000000.0,791400,2561.8,male,29.32,232,1992
11865,25-34 years,Sweden,280000000000.0,626200,2561.8,male,23.0,144,1992
11866,55-74 years,Sweden,280000000000.0,874000,2561.8,female,14.76,129,1992
11867,75+ years,Sweden,280000000000.0,435000,2561.8,female,13.33,58,1992
11868,35-54 years,Sweden,280000000000.0,1157500,2561.8,female,12.53,145,1992
11869,15-24 years,Sweden,280000000000.0,577600,2561.8,male,10.04,58,1992
11870,25-34 years,Sweden,280000000000.0,592100,2561.8,female,8.44,50,1992
11871,15-24 years,Sweden,280000000000.0,552200,2561.8,female,6.7,37,1992
11872,5-14 years,Sweden,280000000000.0,511200,2561.8,male,0.59,3,1992
11873,5-14 years,Sweden,280000000000.0,485300,2561.8,female,0.0,0,1992
11874,75+ years,Sweden,210000000000.0,270600,1987.6,male,51.0,138,1993
11875,35-54 years,Sweden,210000000000.0,1214000,1987.6,male,31.71,385,1993
11876,55-74 years,Sweden,210000000000.0,790900,1987.6,male,29.71,235,1993
11877,25-34 years,Sweden,210000000000.0,633400,1987.6,male,20.37,129,1993
11878,75+ years,Sweden,210000000000.0,439800,1987.6,female,13.87,61,1993
11879,35-54 years,Sweden,210000000000.0,1169000,1987.6,female,12.92,151,1993
11880,55-74 years,Sweden,210000000000.0,871200,1987.6,female,12.4,108,1993
11881,15-24 years,Sweden,210000000000.0,567200,1987.6,male,11.99,68,1993
11882,25-34 years,Sweden,210000000000.0,599100,1987.6,female,10.18,61,1993
11883,15-24 years,Sweden,210000000000.0,542600,1987.6,female,6.63,36,1993
11884,5-14 years,Sweden,210000000000.0,520500,1987.6,male,0.19,1,1993
11885,5-14 years,Sweden,210000000000.0,494200,1987.6,female,0.0,0,1993
11886,75+ years,Sweden,226000000000.0,273500,2114.2,male,50.09,137,1994
11887,55-74 years,Sweden,226000000000.0,793800,2114.2,male,29.23,232,1994
11888,35-54 years,Sweden,226000000000.0,1225300,2114.2,male,28.32,347,1994
11889,25-34 years,Sweden,226000000000.0,638400,2114.2,male,21.77,139,1994
11890,75+ years,Sweden,226000000000.0,444500,2114.2,female,15.75,70,1994
11891,55-74 years,Sweden,226000000000.0,871900,2114.2,female,13.65,119,1994
11892,15-24 years,Sweden,226000000000.0,561700,2114.2,male,13.17,74,1994
11893,35-54 years,Sweden,226000000000.0,1179900,2114.2,female,11.36,134,1994
11894,25-34 years,Sweden,226000000000.0,605300,2114.2,female,8.43,51,1994
11895,15-24 years,Sweden,226000000000.0,537800,2114.2,female,3.53,19,1994
11896,5-14 years,Sweden,226000000000.0,507200,2114.2,female,0.39,2,1994
11897,5-14 years,Sweden,226000000000.0,534800,2114.2,male,0.0,0,1994
11898,75+ years,Sweden,264000000000.0,280000,2354.9,male,42.86,120,1995
11899,35-54 years,Sweden,264000000000.0,1233900,2354.9,male,30.07,371,1995
11900,55-74 years,Sweden,264000000000.0,794600,2354.9,male,29.32,233,1995
11901,25-34 years,Sweden,264000000000.0,640900,2354.9,male,20.91,134,1995
11902,75+ years,Sweden,264000000000.0,453700,2354.9,female,17.19,78,1995
11903,35-54 years,Sweden,264000000000.0,1189500,2354.9,female,13.7,163,1995
11904,15-24 years,Sweden,264000000000.0,557900,2354.9,male,13.44,75,1995
11905,55-74 years,Sweden,264000000000.0,869100,2354.9,female,11.85,103,1995
11906,25-34 years,Sweden,264000000000.0,609100,2354.9,female,6.4,39,1995
11907,15-24 years,Sweden,264000000000.0,534300,2354.9,female,5.24,28,1995
11908,5-14 years,Sweden,264000000000.0,549300,2354.9,male,0.55,3,1995
11909,5-14 years,Sweden,264000000000.0,520700,2354.9,female,0.19,1,1995
11910,75+ years,Sweden,288000000000.0,287900,2658.1,male,39.25,113,1996
11911,55-74 years,Sweden,288000000000.0,793800,2658.1,male,28.34,225,1996
11912,35-54 years,Sweden,288000000000.0,1239400,2658.1,male,26.3,326,1996
11913,25-34 years,Sweden,288000000000.0,642400,2658.1,male,21.95,141,1996
11914,75+ years,Sweden,288000000000.0,465100,2658.1,female,14.62,68,1996
11915,35-54 years,Sweden,288000000000.0,1196200,2658.1,female,12.21,146,1996
11916,15-24 years,Sweden,288000000000.0,550800,2658.1,male,11.98,66,1996
11917,55-74 years,Sweden,288000000000.0,863600,2658.1,female,11.12,96,1996
11918,25-34 years,Sweden,288000000000.0,611400,2658.1,female,7.36,45,1996
11919,15-24 years,Sweden,288000000000.0,527200,2658.1,female,4.55,24,1996
11920,5-14 years,Sweden,288000000000.0,533300,2658.1,female,0.38,2,1996
11921,5-14 years,Sweden,288000000000.0,563200,2658.1,male,0.18,1,1996
11922,75+ years,Sweden,264000000000.0,293200,2453.8,male,36.15,106,1997
11923,55-74 years,Sweden,264000000000.0,799800,2453.8,male,28.38,227,1997
11924,35-54 years,Sweden,264000000000.0,1241800,2453.8,male,26.82,333,1997
11925,25-34 years,Sweden,264000000000.0,643100,2453.8,male,19.44,125,1997
11926,15-24 years,Sweden,264000000000.0,542000,2453.8,male,11.62,63,1997
11927,35-54 years,Sweden,264000000000.0,1199600,2453.8,female,11.5,138,1997
11928,55-74 years,Sweden,264000000000.0,864300,2453.8,female,9.72,84,1997
11929,75+ years,Sweden,264000000000.0,472800,2453.8,female,9.09,43,1997
11930,25-34 years,Sweden,264000000000.0,613100,2453.8,female,6.85,42,1997
11931,15-24 years,Sweden,264000000000.0,518700,2453.8,female,6.55,34,1997
11932,5-14 years,Sweden,264000000000.0,545900,2453.8,female,0.55,3,1997
11933,5-14 years,Sweden,264000000000.0,577000,2453.8,male,0.52,3,1997
11934,75+ years,Sweden,267000000000.0,297400,2430.1,male,43.38,129,1998
11935,55-74 years,Sweden,267000000000.0,812600,2430.1,male,30.77,250,1998
11936,35-54 years,Sweden,267000000000.0,1241400,2430.1,male,26.18,325,1998
11937,25-34 years,Sweden,267000000000.0,640900,2430.1,male,18.57,119,1998
11938,75+ years,Sweden,267000000000.0,478400,2430.1,female,12.33,59,1998
11939,55-74 years,Sweden,267000000000.0,872000,2430.1,female,12.27,107,1998
11940,15-24 years,Sweden,267000000000.0,534000,2430.1,male,10.67,57,1998
11941,35-54 years,Sweden,267000000000.0,1199900,2430.1,female,9.92,119,1998
11942,25-34 years,Sweden,267000000000.0,612500,2430.1,female,5.71,35,1998
11943,15-24 years,Sweden,267000000000.0,510700,2430.1,female,5.48,28,1998
11944,5-14 years,Sweden,267000000000.0,589000,2430.1,male,0.34,2,1998
11945,5-14 years,Sweden,267000000000.0,557500,2430.1,female,0.18,1,1998
11946,75+ years,Sweden,271000000000.0,300569,2434.4,male,40.59,122,1999
11947,55-74 years,Sweden,271000000000.0,830817,2434.4,male,28.77,239,1999
11948,35-54 years,Sweden,271000000000.0,1240536,2434.4,male,25.55,317,1999
11949,25-34 years,Sweden,271000000000.0,635058,2434.4,male,16.22,103,1999
11950,15-24 years,Sweden,271000000000.0,527294,2434.4,male,14.79,78,1999
11951,35-54 years,Sweden,271000000000.0,1200105,2434.4,female,11.75,141,1999
11952,75+ years,Sweden,271000000000.0,482165,2434.4,female,10.78,52,1999
11953,55-74 years,Sweden,271000000000.0,885033,2434.4,female,9.94,88,1999
11954,25-34 years,Sweden,271000000000.0,608461,2434.4,female,7.4,45,1999
11955,15-24 years,Sweden,271000000000.0,503923,2434.4,female,6.35,32,1999
11956,5-14 years,Sweden,271000000000.0,597532,2434.4,male,0.5,3,1999
11957,5-14 years,Sweden,271000000000.0,566520,2434.4,female,0.0,0,1999
11958,75+ years,Sweden,260000000000.0,303198,2279.2,male,42.22,128,2000
11959,55-74 years,Sweden,260000000000.0,852707,2279.2,male,25.92,221,2000
11960,35-54 years,Sweden,260000000000.0,1240681,2279.2,male,22.17,275,2000
11961,25-34 years,Sweden,260000000000.0,626512,2279.2,male,18.2,114,2000
11962,15-24 years,Sweden,260000000000.0,524457,2279.2,male,12.01,63,2000
11963,55-74 years,Sweden,260000000000.0,901293,2279.2,female,11.1,100,2000
11964,35-54 years,Sweden,260000000000.0,1200882,2279.2,female,10.24,123,2000
11965,75+ years,Sweden,260000000000.0,484818,2279.2,female,10.11,49,2000
11966,15-24 years,Sweden,260000000000.0,500737,2279.2,female,5.19,26,2000
11967,25-34 years,Sweden,260000000000.0,601750,2279.2,female,4.99,30,2000
11968,5-14 years,Sweden,260000000000.0,570673,2279.2,female,0.18,1,2000
11969,5-14 years,Sweden,260000000000.0,601300,2279.2,male,0.17,1,2000
11970,75+ years,Sweden,240000000000.0,305543,2071.3,male,42.22,129,2001
11971,55-74 years,Sweden,240000000000.0,876012,2071.3,male,26.03,228,2001
11972,35-54 years,Sweden,240000000000.0,1241616,2071.3,male,25.05,311,2001
11973,25-34 years,Sweden,240000000000.0,616460,2071.3,male,16.87,104,2001
11974,75+ years,Sweden,240000000000.0,486462,2071.3,female,12.95,63,2001
11975,55-74 years,Sweden,240000000000.0,919616,2071.3,female,12.61,116,2001
11976,35-54 years,Sweden,240000000000.0,1201311,2071.3,female,11.24,135,2001
11977,15-24 years,Sweden,240000000000.0,527111,2071.3,male,11.19,59,2001
11978,25-34 years,Sweden,240000000000.0,593553,2071.3,female,4.89,29,2001
11979,15-24 years,Sweden,240000000000.0,502901,2071.3,female,3.58,18,2001
11980,5-14 years,Sweden,240000000000.0,569357,2071.3,female,0.53,3,2001
11981,5-14 years,Sweden,240000000000.0,599375,2071.3,male,0.33,2,2001
11982,75+ years,Sweden,264000000000.0,306832,2260.1,male,36.5,112,2002
11983,55-74 years,Sweden,264000000000.0,899721,2260.1,male,28.01,252,2002
11984,35-54 years,Sweden,264000000000.0,1242971,2260.1,male,25.34,315,2002
11985,25-34 years,Sweden,264000000000.0,605900,2260.1,male,16.67,101,2002
11986,15-24 years,Sweden,264000000000.0,533111,2260.1,male,14.63,78,2002
11987,55-74 years,Sweden,264000000000.0,939023,2260.1,female,10.86,102,2002
11988,75+ years,Sweden,264000000000.0,486242,2260.1,female,10.08,49,2002
11989,35-54 years,Sweden,264000000000.0,1201907,2260.1,female,8.74,105,2002
11990,25-34 years,Sweden,264000000000.0,584302,2260.1,female,6.16,36,2002
11991,15-24 years,Sweden,264000000000.0,508851,2260.1,female,4.52,23,2002
11992,5-14 years,Sweden,264000000000.0,593329,2260.1,male,0.67,4,2002
11993,5-14 years,Sweden,264000000000.0,563639,2260.1,female,0.53,3,2002
11994,75+ years,Sweden,331000000000.0,307923,2792.7,male,34.1,105,2003
11995,55-74 years,Sweden,331000000000.0,922446,2792.7,male,24.39,225,2003
11996,35-54 years,Sweden,331000000000.0,1242898,2792.7,male,24.14,300,2003
11997,25-34 years,Sweden,331000000000.0,596698,2792.7,male,14.25,85,2003
11998,15-24 years,Sweden,331000000000.0,543102,2792.7,male,11.05,60,2003
11999,75+ years,Sweden,331000000000.0,486063,2792.7,female,10.29,50,2003
12000,25-34 years,Sweden,331000000000.0,576009,2792.7,female,10.07,58,2003
12001,55-74 years,Sweden,331000000000.0,957995,2792.7,female,9.6,92,2003
12002,35-54 years,Sweden,331000000000.0,1201468,2792.7,female,8.24,99,2003
12003,15-24 years,Sweden,331000000000.0,518172,2792.7,female,6.75,35,2003
12004,5-14 years,Sweden,331000000000.0,554143,2792.7,female,0.36,2,2003
12005,5-14 years,Sweden,331000000000.0,583622,2792.7,male,0.17,1,2003
12006,75+ years,Sweden,382000000000.0,309512,3189.6,male,35.22,109,2004
12007,55-74 years,Sweden,382000000000.0,943682,3189.6,male,26.28,248,2004
12008,35-54 years,Sweden,382000000000.0,1240460,3189.6,male,24.18,300,2004
12009,15-24 years,Sweden,382000000000.0,555650,3189.6,male,16.2,90,2004
12010,25-34 years,Sweden,382000000000.0,590802,3189.6,male,14.22,84,2004
12011,55-74 years,Sweden,382000000000.0,975912,3189.6,female,10.96,107,2004
12012,75+ years,Sweden,382000000000.0,486526,3189.6,female,8.84,43,2004
12013,35-54 years,Sweden,382000000000.0,1199288,3189.6,female,8.59,103,2004
12014,15-24 years,Sweden,382000000000.0,529514,3189.6,female,6.04,32,2004
12015,25-34 years,Sweden,382000000000.0,570904,3189.6,female,5.61,32,2004
12016,5-14 years,Sweden,382000000000.0,541753,3189.6,female,0.74,4,2004
12017,5-14 years,Sweden,382000000000.0,570311,3189.6,male,0.53,3,2004
12018,75+ years,Sweden,389000000000.0,311063,3232.3,male,37.61,117,2005
12019,55-74 years,Sweden,389000000000.0,962782,3232.3,male,26.28,253,2005
12020,35-54 years,Sweden,389000000000.0,1238835,3232.3,male,23.97,297,2005
12021,25-34 years,Sweden,389000000000.0,588142,3232.3,male,16.15,95,2005
12022,55-74 years,Sweden,389000000000.0,991544,3232.3,female,12.2,121,2005
12023,15-24 years,Sweden,389000000000.0,569180,3232.3,male,11.95,68,2005
12024,35-54 years,Sweden,389000000000.0,1198561,3232.3,female,11.26,135,2005
12025,75+ years,Sweden,389000000000.0,486935,3232.3,female,9.86,48,2005
12026,25-34 years,Sweden,389000000000.0,568205,3232.3,female,7.04,40,2005
12027,15-24 years,Sweden,389000000000.0,542149,3232.3,female,6.64,36,2005
12028,5-14 years,Sweden,389000000000.0,554489,3232.3,male,0.9,5,2005
12029,5-14 years,Sweden,389000000000.0,526739,3232.3,female,0.76,4,2005
12030,75+ years,Sweden,420000000000.0,312567,3391.0,male,36.47,114,2006
12031,55-74 years,Sweden,420000000000.0,979423,3391.0,male,27.06,265,2006
12032,35-54 years,Sweden,420000000000.0,1242768,3391.0,male,22.85,284,2006
12033,25-34 years,Sweden,420000000000.0,586595,3391.0,male,13.47,79,2006
12034,15-24 years,Sweden,420000000000.0,586123,3391.0,male,12.45,73,2006
12035,35-54 years,Sweden,420000000000.0,1202882,3391.0,female,11.89,143,2006
12036,75+ years,Sweden,420000000000.0,487029,3391.0,female,10.06,49,2006
12037,55-74 years,Sweden,420000000000.0,1005125,3391.0,female,9.35,94,2006
12038,15-24 years,Sweden,420000000000.0,557351,3391.0,female,9.15,51,2006
12039,25-34 years,Sweden,420000000000.0,565463,3391.0,female,7.25,41,2006
12040,5-14 years,Sweden,420000000000.0,511860,3391.0,female,0.39,2,2006
12041,5-14 years,Sweden,420000000000.0,538858,3391.0,male,0.37,2,2006
12042,75+ years,Sweden,488000000000.0,314248,3877.2,male,32.46,102,2007
12043,35-54 years,Sweden,488000000000.0,1251142,3877.2,male,23.82,298,2007
12044,55-74 years,Sweden,488000000000.0,995361,3877.2,male,22.5,224,2007
12045,25-34 years,Sweden,488000000000.0,585980,3877.2,male,17.58,103,2007
12046,15-24 years,Sweden,488000000000.0,604397,3877.2,male,11.42,69,2007
12047,35-54 years,Sweden,488000000000.0,1210389,3877.2,female,10.66,129,2007
12048,55-74 years,Sweden,488000000000.0,1018811,3877.2,female,9.52,97,2007
12049,75+ years,Sweden,488000000000.0,485845,3877.2,female,7.0,34,2007
12050,15-24 years,Sweden,488000000000.0,573531,3877.2,female,6.1,35,2007
12051,25-34 years,Sweden,488000000000.0,562738,3877.2,female,4.98,28,2007
12052,5-14 years,Sweden,488000000000.0,526368,3877.2,male,0.95,5,2007
12053,5-14 years,Sweden,488000000000.0,500349,3877.2,female,0.4,2,2007
12054,75+ years,Sweden,514000000000.0,315606,4184.9,male,34.22,108,2008
12055,55-74 years,Sweden,514000000000.0,1012224,4184.9,male,25.98,263,2008
12056,35-54 years,Sweden,514000000000.0,1258502,4184.9,male,23.2,292,2008
12057,25-34 years,Sweden,514000000000.0,586538,4184.9,male,16.37,96,2008
12058,15-24 years,Sweden,514000000000.0,619829,4184.9,male,15.49,96,2008
12059,75+ years,Sweden,514000000000.0,483517,4184.9,female,8.69,42,2008
12060,55-74 years,Sweden,514000000000.0,1033770,4184.9,female,8.51,88,2008
12061,35-54 years,Sweden,514000000000.0,1217920,4184.9,female,8.13,99,2008
12062,25-34 years,Sweden,514000000000.0,561352,4184.9,female,7.48,42,2008
12063,15-24 years,Sweden,514000000000.0,588321,4184.9,female,6.8,40,2008
12064,5-14 years,Sweden,514000000000.0,492594,4184.9,female,0.81,4,2008
12065,5-14 years,Sweden,514000000000.0,518331,4184.9,male,0.0,0,2008
12160,75+ years,Switzerland,343000000000.0,165500,4698.4,male,88.22,146,1995
12161,55-74 years,Switzerland,343000000000.0,593600,4698.4,male,44.14,262,1995
12162,35-54 years,Switzerland,343000000000.0,1026800,4698.4,male,34.87,358,1995
12163,25-34 years,Switzerland,343000000000.0,585400,4698.4,male,24.94,146,1995
12164,15-24 years,Switzerland,343000000000.0,429600,4698.4,male,24.21,104,1995
12165,55-74 years,Switzerland,343000000000.0,686200,4698.4,female,20.84,143,1995
12166,75+ years,Switzerland,343000000000.0,305100,4698.4,female,18.03,55,1995
12167,35-54 years,Switzerland,343000000000.0,1003000,4698.4,female,12.96,130,1995
12168,25-34 years,Switzerland,343000000000.0,584300,4698.4,female,7.7,45,1995
12169,15-24 years,Switzerland,343000000000.0,419100,4698.4,female,6.68,28,1995
12170,5-14 years,Switzerland,343000000000.0,420500,4698.4,male,0.48,2,1995
12171,5-14 years,Switzerland,343000000000.0,398400,4698.4,female,0.0,0,1995
12172,75+ years,Switzerland,330000000000.0,169600,4581.4,male,80.19,136,1996
12173,55-74 years,Switzerland,330000000000.0,599400,4581.4,male,42.54,255,1996
12174,35-54 years,Switzerland,330000000000.0,1040900,4581.4,male,34.3,357,1996
12175,25-34 years,Switzerland,330000000000.0,577800,4581.4,male,26.48,153,1996
12176,15-24 years,Switzerland,330000000000.0,424200,4581.4,male,24.75,105,1996
12177,75+ years,Switzerland,330000000000.0,310600,4581.4,female,23.5,73,1996
12178,55-74 years,Switzerland,330000000000.0,689700,4581.4,female,18.27,126,1996
12179,35-54 years,Switzerland,330000000000.0,1017500,4581.4,female,14.74,150,1996
12180,25-34 years,Switzerland,330000000000.0,580400,4581.4,female,8.61,50,1996
12181,15-24 years,Switzerland,330000000000.0,413000,4581.4,female,5.57,23,1996
12182,5-14 years,Switzerland,330000000000.0,426000,4581.4,male,0.94,4,1996
12183,5-14 years,Switzerland,330000000000.0,403100,4581.4,female,0.0,0,1996
12184,75+ years,Switzerland,287000000000.0,173300,3990.8,male,77.32,134,1997
12185,55-74 years,Switzerland,287000000000.0,608200,3990.8,male,37.65,229,1997
12186,35-54 years,Switzerland,287000000000.0,1051900,3990.8,male,33.65,354,1997
12187,75+ years,Switzerland,287000000000.0,315500,3990.8,female,29.16,92,1997
12188,25-34 years,Switzerland,287000000000.0,565900,3990.8,male,25.98,147,1997
12189,15-24 years,Switzerland,287000000000.0,420100,3990.8,male,23.09,97,1997
12190,55-74 years,Switzerland,287000000000.0,695300,3990.8,female,14.67,102,1997
12191,35-54 years,Switzerland,287000000000.0,1029600,3990.8,female,11.36,117,1997
12192,25-34 years,Switzerland,287000000000.0,571900,3990.8,female,7.52,43,1997
12193,15-24 years,Switzerland,287000000000.0,407400,3990.8,female,5.65,23,1997
12194,5-14 years,Switzerland,287000000000.0,429700,3990.8,male,0.47,2,1997
12195,5-14 years,Switzerland,287000000000.0,406400,3990.8,female,0.25,1,1997
12196,75+ years,Switzerland,295000000000.0,177045,4011.3,male,86.42,153,1998
12197,55-74 years,Switzerland,295000000000.0,620438,4011.3,male,43.68,271,1998
12198,35-54 years,Switzerland,295000000000.0,1067271,4011.3,male,31.01,331,1998
12199,25-34 years,Switzerland,295000000000.0,558838,4011.3,male,28.45,159,1998
12200,75+ years,Switzerland,295000000000.0,320373,4011.3,female,22.47,72,1998
12201,15-24 years,Switzerland,295000000000.0,421825,4011.3,male,21.81,92,1998
12202,55-74 years,Switzerland,295000000000.0,703901,4011.3,female,15.06,106,1998
12203,35-54 years,Switzerland,295000000000.0,1043297,4011.3,female,12.36,129,1998
12204,15-24 years,Switzerland,295000000000.0,407368,4011.3,female,5.65,23,1998
12205,25-34 years,Switzerland,295000000000.0,563300,4011.3,female,5.33,30,1998
12206,5-14 years,Switzerland,295000000000.0,432669,4011.3,male,0.69,3,1998
12207,5-14 years,Switzerland,295000000000.0,408842,4011.3,female,0.49,2,1998
12208,75+ years,Switzerland,290000000000.0,180723,3935.4,male,76.91,139,1999
12209,55-74 years,Switzerland,290000000000.0,634368,3935.4,male,37.04,235,1999
12210,35-54 years,Switzerland,290000000000.0,1080683,3935.4,male,31.0,335,1999
12211,25-34 years,Switzerland,290000000000.0,544276,3935.4,male,24.44,133,1999
12212,75+ years,Switzerland,290000000000.0,325491,3935.4,female,22.73,74,1999
12213,15-24 years,Switzerland,290000000000.0,423265,3935.4,male,20.08,85,1999
12214,55-74 years,Switzerland,290000000000.0,713680,3935.4,female,15.13,108,1999
12215,35-54 years,Switzerland,290000000000.0,1057759,3935.4,female,11.82,125,1999
12216,25-34 years,Switzerland,290000000000.0,550183,3935.4,female,6.73,37,1999
12217,15-24 years,Switzerland,290000000000.0,407508,3935.4,female,5.15,21,1999
12218,5-14 years,Switzerland,290000000000.0,411038,3935.4,female,0.49,2,1999
12219,5-14 years,Switzerland,290000000000.0,435354,3935.4,male,0.46,2,1999
12220,75+ years,Switzerland,272000000000.0,184589,3575.9,male,82.35,152,2000
12221,55-74 years,Switzerland,272000000000.0,649009,3575.9,male,36.83,239,2000
12222,35-54 years,Switzerland,272000000000.0,1094229,3575.9,male,32.9,360,2000
12223,25-34 years,Switzerland,272000000000.0,530378,3575.9,male,27.72,147,2000
12224,75+ years,Switzerland,272000000000.0,330903,3575.9,female,23.87,79,2000
